time; orientation; distance; velocity towards goal direction; overall
0; 1; 0.68444; 0; 0
0.064; 0.999598; 0.684443; 0.0142583; 0.00975509
0.128; 0.997354; 0.6845; 0.735672; 0.502235
0.192; 0.99151; 0.684605; 0.764848; 0.519173
0.256; 0.985361; 0.684772; 0.75497; 0.509414
0.32; 0.98087; 0.684984; 0.75348; 0.506249
0.384; 0.977737; 0.685208; 0.771; 0.516534
0.448; 0.976511; 0.685437; 0.784925; 0.525379
0.512; 0.975426; 0.685669; 0.790281; 0.528555
0.576; 0.974952; 0.685909; 0.788445; 0.527256
0.64; 0.97442; 0.686149; 0.791651; 0.529295
0.704; 0.974008; 0.686394; 0.78858; 0.527207
0.768; 0.979452; 0.686632; 0.767662; 0.51627
0.832; 0.982791; 0.68682; 0.780101; 0.526569
0.896; 0.986073; 0.68698; 0.780673; 0.528837
0.96; 0.988772; 0.687112; 0.784142; 0.532743
1.024; 0.990837; 0.687219; 0.78777; 0.53641
1.088; 0.993097; 0.687312; 0.786846; 0.537076
1.152; 0.994694; 0.687383; 0.790655; 0.540599
1.216; 0.996271; 0.687441; 0.790779; 0.541587
1.28; 0.997742; 0.687486; 0.791439; 0.542874
1.344; 0.998871; 0.687517; 0.793329; 0.544811
1.408; 0.999757; 0.687537; 0.794441; 0.546075
1.472; 0.999087; 0.687549; 0.795275; 0.546292
1.536; 0.998552; 0.687552; 0.796663; 0.546955
1.6; 0.997819; 0.687553; 0.795615; 0.545835
1.664; 0.9973; 0.687543; 0.796565; 0.546194
1.728; 0.996799; 0.687531; 0.796847; 0.546103
1.792; 0.996459; 0.687513; 0.797776; 0.546539
1.856; 0.996155; 0.687492; 0.797938; 0.546467
1.92; 0.995795; 0.68747; 0.797639; 0.546047
1.984; 0.99545; 0.687444; 0.79772; 0.545893
2.048; 0.995159; 0.687416; 0.797977; 0.545886
2.112; 0.994788; 0.687376; 0.797216; 0.545131
2.176; 0.994694; 0.687337; 0.799049; 0.546302
2.24; 0.994601; 0.687297; 0.799048; 0.546219
2.304; 0.993913; 0.687254; 0.795728; 0.543539
2.368; 0.993911; 0.687205; 0.799567; 0.546121
2.432; 0.993602; 0.687142; 0.797821; 0.544709
2.496; 0.993362; 0.687086; 0.798238; 0.544817
2.56; 0.993198; 0.687031; 0.798604; 0.544934
2.624; 0.992762; 0.686968; 0.797141; 0.543646
2.688; 0.992598; 0.686907; 0.79863; 0.544524
2.752; 0.992455; 0.686844; 0.79874; 0.54447
2.816; 0.992024; 0.686785; 0.797093; 0.543065
2.88; 0.991718; 0.686702; 0.797782; 0.543301
2.944; 0.99152; 0.686627; 0.798355; 0.543524
3.008; 0.990873; 0.686521; 0.795899; 0.541414
3.072; 0.990746; 0.686435; 0.798726; 0.5432
3.136; 0.990748; 0.686347; 0.799496; 0.543656
3.2; 0.990604; 0.686262; 0.798599; 0.542898
3.264; 0.990385; 0.686177; 0.79828; 0.542495
3.328; 0.993014; 0.686146; 0.78488; 0.53478
3.392; 0.995955; 0.686127; 0.777529; 0.531326
3.456; 0.996417; 0.686124; 0.782433; 0.534923
3.52; 0.994662; 0.686116; 0.784648; 0.535486
3.584; 0.995549; 0.686114; 0.791693; 0.540774
3.648; 0.995903; 0.686089; 0.795804; 0.543756
3.712; 0.996095; 0.686051; 0.794238; 0.54276
3.776; 0.99622; 0.686003; 0.795305; 0.543519
3.84; 0.995596; 0.685957; 0.795523; 0.543292
3.904; 0.995236; 0.6859; 0.797616; 0.544478
3.968; 0.994588; 0.685838; 0.796046; 0.543004
4.032; 0.994409; 0.68577; 0.798612; 0.544602
4.096; 0.994232; 0.685699; 0.798625; 0.544458
4.16; 0.993586; 0.685609; 0.795964; 0.54222
4.224; 0.992451; 0.6855; 0.793293; 0.539697
4.288; 0.994289; 0.685434; 0.784574; 0.534703
4.352; 0.99339; 0.685406; 0.784023; 0.533822
4.416; 0.99393; 0.685358; 0.793585; 0.540588
4.48; 0.994117; 0.685288; 0.797599; 0.54337
4.544; 0.994093; 0.685205; 0.796601; 0.54261
4.608; 0.993727; 0.685099; 0.793208; 0.540017
4.672; 0.992722; 0.684984; 0.793657; 0.539685
4.736; 0.992376; 0.684873; 0.79754; 0.542049
4.8; 0.991617; 0.684745; 0.795276; 0.539997
4.864; 0.992251; 0.684645; 0.785577; 0.533673
4.928; 0.991268; 0.684584; 0.784953; 0.532674
4.992; 0.99191; 0.684518; 0.792375; 0.538007
5.056; 0.992241; 0.684427; 0.79607; 0.540624
5.12; 0.992759; 0.684332; 0.79461; 0.539839
5.184; 0.993009; 0.684232; 0.796612; 0.541257
5.248; 0.992846; 0.68413; 0.797912; 0.54197
5.312; 0.993101; 0.684008; 0.798124; 0.542156
5.376; 0.99346; 0.684166; 0.732425; 0.497823
5.44; 0.991921; 0.68477; 0.629054; 0.427277
5.504; 0.9917; 0.685519; 0.62558; 0.425288
5.568; 0.992758; 0.686429; 0.62395; 0.425196
5.632; 0.993817; 0.68751; 0.623883; 0.426274
5.696; 0.994907; 0.688678; 0.621945; 0.426139
5.76; 0.996138; 0.689986; 0.627195; 0.431084
5.824; 0.996429; 0.691326; 0.626528; 0.431588
5.888; 0.995813; 0.692659; 0.625086; 0.431158
5.952; 0.996007; 0.69402; 0.626281; 0.432917
6.016; 0.996025; 0.695453; 0.630116; 0.436475
6.08; 0.996674; 0.696927; 0.632578; 0.439395
6.144; 0.996929; 0.696408; 0.633732; 0.43998
6.208; 0.996889; 0.694522; 0.63842; 0.442017
6.272; 0.995766; 0.692592; 0.638425; 0.440296
6.336; 0.993841; 0.690662; 0.637469; 0.437563
6.4; 0.991414; 0.688746; 0.640176; 0.437133
6.464; 0.991071; 0.686923; 0.644936; 0.439066
6.528; 0.991181; 0.685058; 0.650446; 0.441663
6.592; 0.99101; 0.683226; 0.649288; 0.439622
