time; orientation; distance; velocity towards goal direction; overall
0; 1; 0.682441; 0; 0
0.064; 1; 0.682441; 0.0163914; 0.0111862
0.128; 0.99272; 0.682429; 0.640958; 0.434225
0.192; 0.972605; 0.682388; 0.642354; 0.426326
0.256; 0.941915; 0.682393; 0.585535; 0.376356
0.32; 0.909395; 0.682439; 0.568581; 0.352865
0.384; 0.876591; 0.682498; 0.562194; 0.336344
0.448; 0.841789; 0.682622; 0.569873; 0.327462
0.512; 0.80657; 0.682813; 0.573239; 0.315704
0.576; 0.77153; 0.683074; 0.571948; 0.301423
0.64; 0.768958; 0.682672; 0.608368; 0.319361
0.704; 0.790705; 0.683111; 0.569661; 0.307696
0.768; 0.816007; 0.683599; 0.572066; 0.319111
0.832; 0.846322; 0.684063; 0.575268; 0.333044
0.896; 0.876743; 0.684576; 0.584399; 0.350755
0.96; 0.900586; 0.685035; 0.609098; 0.375773
1.024; 0.919174; 0.685309; 0.637875; 0.401809
1.088; 0.932556; 0.685446; 0.657156; 0.420065
1.152; 0.943376; 0.685482; 0.675309; 0.4367
1.216; 0.951626; 0.685464; 0.685226; 0.446976
1.28; 0.958178; 0.685333; 0.694386; 0.455983
1.344; 0.963788; 0.685153; 0.700991; 0.462894
1.408; 0.968265; 0.684941; 0.708183; 0.46967
1.472; 0.972037; 0.684637; 0.710509; 0.472838
1.536; 0.974939; 0.684308; 0.719072; 0.479735
1.6; 0.977518; 0.683961; 0.718162; 0.480152
1.664; 0.979858; 0.683591; 0.725378; 0.485874
1.728; 0.982218; 0.683239; 0.724886; 0.486464
1.792; 0.983182; 0.682868; 0.726787; 0.487953
1.856; 0.983564; 0.682479; 0.730394; 0.490286
1.92; 0.982845; 0.68208; 0.732792; 0.491248
1.984; 0.982592; 0.681688; 0.734553; 0.49202
2.048; 0.981568; 0.681277; 0.735394; 0.491773
2.112; 0.980412; 0.680867; 0.740901; 0.494574
2.176; 0.978192; 0.680429; 0.738506; 0.491542
2.24; 0.976667; 0.679981; 0.739362; 0.491021
2.304; 0.975694; 0.679503; 0.743238; 0.492757
2.368; 0.974597; 0.679063; 0.740956; 0.490374
2.432; 0.974024; 0.678627; 0.740247; 0.489303
2.496; 0.973119; 0.678196; 0.743869; 0.490928
2.56; 0.97251; 0.677766; 0.742854; 0.48964
2.624; 0.972017; 0.67732; 0.74716; 0.491905
2.688; 0.971583; 0.676906; 0.745698; 0.490424
2.752; 0.971416; 0.676506; 0.74573; 0.49007
2.816; 0.971094; 0.676117; 0.747043; 0.490488
2.88; 0.97113; 0.675723; 0.75037; 0.492404
2.944; 0.970987; 0.675344; 0.750929; 0.492422
3.008; 0.97086; 0.674954; 0.74966; 0.491242
3.072; 0.971137; 0.674579; 0.750011; 0.491339
3.136; 0.970795; 0.674222; 0.748893; 0.490174
3.2; 0.971026; 0.673864; 0.752778; 0.492573
3.264; 0.970985; 0.673541; 0.754331; 0.493331
3.328; 0.970611; 0.673183; 0.752872; 0.491925
3.392; 0.970588; 0.67286; 0.749037; 0.489173
3.456; 0.97114; 0.672535; 0.752947; 0.491769
3.52; 0.971521; 0.672249; 0.747918; 0.488468
3.584; 0.972352; 0.671936; 0.751616; 0.491074
3.648; 0.973424; 0.671662; 0.749843; 0.490256
3.712; 0.974726; 0.671393; 0.751094; 0.491534
3.776; 0.976175; 0.671193; 0.749442; 0.491036
3.84; 0.97757; 0.671027; 0.748699; 0.491128
