time; orientation; distance; velocity towards goal direction; overall
0; 1; 0.682441; 0; 0
0.064; 1; 0.682441; 0.74662; 0.509524
0.128; 0.999985; 0.682454; 0.518296; 0.353708
0.192; 0.999996; 0.683148; 0.479811; 0.327781
0.256; 0.999985; 0.684645; 0.198807; 0.13611
0.32; 0.999991; 0.687505; 0.159937; 0.109956
0.384; 0.999983; 0.694189; 0.121142; 0.0840941
0.448; 0.99999; 0.704368; 0.159935; 0.112652
0.512; 0.999991; 0.717482; 0.159934; 0.114749
0.576; 0.999985; 0.724042; 0.440998; 0.319296
0.64; 0.992736; 0.724268; 0.721013; 0.518414
0.704; 0.992751; 0.724984; 0.519129; 0.373632
0.768; 0.992737; 0.725124; 0.780835; 0.56209
0.832; 0.992729; 0.725227; 0.799476; 0.575586
0.896; 0.992729; 0.72533; 0.799466; 0.575661
0.96; 0.992731; 0.725432; 0.799467; 0.575743
1.024; 0.992733; 0.725534; 0.799473; 0.575829
1.088; 0.992733; 0.725636; 0.799471; 0.575909
1.152; 0.992734; 0.725738; 0.799473; 0.575992
1.216; 0.992736; 0.725841; 0.799473; 0.576074
1.28; 0.992739; 0.725943; 0.799473; 0.576157
1.344; 0.992742; 0.726045; 0.799474; 0.576241
1.408; 0.992744; 0.726147; 0.799474; 0.576324
1.472; 0.992745; 0.72625; 0.799474; 0.576405
1.536; 0.992746; 0.726352; 0.799476; 0.576489
1.6; 0.992747; 0.726455; 0.799474; 0.576569
1.664; 0.992747; 0.726557; 0.799474; 0.576651
1.728; 0.992746; 0.72666; 0.799472; 0.576731
1.792; 0.992744; 0.726763; 0.799476; 0.576814
1.856; 0.992742; 0.726866; 0.799476; 0.576894
1.92; 0.99274; 0.726969; 0.799474; 0.576973
1.984; 0.992737; 0.727072; 0.799476; 0.577055
2.048; 0.992735; 0.727175; 0.799471; 0.577131
2.112; 0.992733; 0.727277; 0.799469; 0.57721
2.176; 0.992733; 0.72738; 0.799474; 0.577296
2.24; 0.992734; 0.727483; 0.799474; 0.577378
2.304; 0.992734; 0.727586; 0.799476; 0.577461
2.368; 0.992734; 0.727689; 0.799469; 0.577537
2.432; 0.992735; 0.727791; 0.799473; 0.577622
2.496; 0.992737; 0.727894; 0.799473; 0.577705
2.56; 0.99274; 0.727997; 0.799476; 0.577791
2.624; 0.992743; 0.7281; 0.799476; 0.577874
2.688; 0.992744; 0.728203; 0.799473; 0.577954
2.752; 0.992745; 0.728306; 0.799476; 0.578039
2.816; 0.992746; 0.728409; 0.799472; 0.578119
2.88; 0.992747; 0.728512; 0.799472; 0.578201
2.944; 0.992747; 0.728615; 0.799472; 0.578283
3.008; 0.992746; 0.728718; 0.799476; 0.578366
3.072; 0.992743; 0.728822; 0.799476; 0.578447
3.136; 0.992741; 0.728925; 0.799476; 0.578528
3.2; 0.992739; 0.729028; 0.799472; 0.578606
3.264; 0.992737; 0.729132; 0.799473; 0.578687
3.328; 0.992734; 0.729235; 0.799473; 0.578767
3.392; 0.992733; 0.729338; 0.799473; 0.578849
3.456; 0.992733; 0.729441; 0.799476; 0.578933
3.52; 0.992734; 0.729545; 0.799476; 0.579016
3.584; 0.992733; 0.729648; 0.799469; 0.579092
3.648; 0.992734; 0.729751; 0.799469; 0.579174
3.712; 0.992736; 0.729854; 0.799476; 0.579262
3.776; 0.992739; 0.729957; 0.799476; 0.579346
3.84; 0.992741; 0.730061; 0.799473; 0.579427
3.904; 0.992743; 0.730164; 0.799473; 0.57951
3.968; 0.992745; 0.730267; 0.799473; 0.579593
4.032; 0.992746; 0.730371; 0.79948; 0.579681
4.096; 0.992747; 0.730474; 0.799472; 0.579758
4.16; 0.992747; 0.730578; 0.799472; 0.579841
4.224; 0.992746; 0.730681; 0.799476; 0.579925
4.288; 0.992745; 0.730785; 0.799476; 0.580006
4.352; 0.992742; 0.730889; 0.799476; 0.580087
4.416; 0.99274; 0.730993; 0.799476; 0.580168
4.48; 0.992738; 0.731096; 0.799476; 0.580249
4.544; 0.992735; 0.7312; 0.799465; 0.580322
4.608; 0.992733; 0.731304; 0.799473; 0.580409
4.672; 0.992733; 0.731407; 0.799476; 0.580493
4.736; 0.992734; 0.731511; 0.799469; 0.580571
4.8; 0.992734; 0.731614; 0.799476; 0.580658
4.864; 0.992734; 0.731703; 0.799476; 0.580728
4.928; 0.992735; 0.731399; 0.799469; 0.580483
4.992; 0.992737; 0.731084; 0.799469; 0.580234
5.056; 0.99274; 0.730769; 0.799476; 0.579991
5.12; 0.992743; 0.730456; 0.799476; 0.579744
5.184; 0.992744; 0.730143; 0.799469; 0.579491
5.248; 0.992745; 0.72983; 0.799484; 0.579254
5.312; 0.992746; 0.729519; 0.799469; 0.578997
5.376; 0.992747; 0.729207; 0.799469; 0.57875
5.44; 0.992747; 0.728897; 0.799484; 0.578514
5.504; 0.992746; 0.728587; 0.799469; 0.578257
5.568; 0.992744; 0.728277; 0.799476; 0.578015
5.632; 0.992742; 0.727968; 0.799476; 0.577769
5.696; 0.992739; 0.727659; 0.799476; 0.577522
5.76; 0.992737; 0.727351; 0.799476; 0.577276
5.824; 0.992735; 0.727043; 0.799469; 0.577025
5.888; 0.992733; 0.726735; 0.799469; 0.57678
5.952; 0.992733; 0.726428; 0.799476; 0.576542
6.016; 0.992734; 0.726122; 0.799469; 0.576294
6.08; 0.992733; 0.725816; 0.799476; 0.576056
6.144; 0.992734; 0.72551; 0.799469; 0.575809
6.208; 0.992736; 0.725206; 0.799476; 0.575573
6.272; 0.992738; 0.724902; 0.799476; 0.575333
6.336; 0.992741; 0.724598; 0.799469; 0.575089
6.4; 0.992743; 0.724296; 0.799484; 0.574861
6.464; 0.992745; 0.723994; 0.799469; 0.574611
6.528; 0.992746; 0.723693; 0.799476; 0.574378
6.592; 0.992747; 0.723393; 0.799476; 0.57414
6.656; 0.992747; 0.723093; 0.799469; 0.573897
6.72; 0.992746; 0.722794; 0.799484; 0.57367
6.784; 0.992745; 0.722495; 0.799469; 0.573422
6.848; 0.992742; 0.722197; 0.799476; 0.573189
6.912; 0.992741; 0.721899; 0.799476; 0.572952
6.976; 0.992738; 0.721602; 0.799469; 0.572709
7.04; 0.992736; 0.721305; 0.799476; 0.572477
7.104; 0.992734; 0.721009; 0.799469; 0.572236
7.168; 0.992733; 0.720713; 0.799476; 0.572006
7.232; 0.992734; 0.720418; 0.799469; 0.571767
7.296; 0.992734; 0.720124; 0.799484; 0.571544
7.36; 0.992734; 0.71983; 0.799461; 0.571295
7.424; 0.992735; 0.719536; 0.799484; 0.571078
7.488; 0.992737; 0.719244; 0.799469; 0.570836
7.552; 0.99274; 0.718952; 0.799469; 0.570607
7.616; 0.992743; 0.718661; 0.799476; 0.570383
7.68; 0.992744; 0.718371; 0.799476; 0.570153
7.744; 0.992745; 0.718081; 0.799469; 0.569919
7.808; 0.992746; 0.717793; 0.799476; 0.569695
7.872; 0.992747; 0.717504; 0.799484; 0.569472
7.936; 0.992747; 0.717217; 0.799469; 0.569234
8; 0.992746; 0.71693; 0.799476; 0.569011
8.064; 0.992744; 0.716644; 0.799469; 0.568777
8.128; 0.992742; 0.716359; 0.799476; 0.568555
8.192; 0.992739; 0.716074; 0.799484; 0.568332
8.256; 0.992737; 0.715789; 0.799461; 0.568089
8.32; 0.992735; 0.715505; 0.799484; 0.567879
8.384; 0.992733; 0.715221; 0.799469; 0.567642
8.448; 0.992733; 0.714938; 0.799476; 0.567422
8.512; 0.992734; 0.714656; 0.799469; 0.567194
8.576; 0.992733; 0.714374; 0.799476; 0.566975
8.64; 0.992734; 0.714093; 0.799469; 0.566747
8.704; 0.992735; 0.713813; 0.799469; 0.566525
8.768; 0.992738; 0.713533; 0.799476; 0.56631
8.832; 0.992741; 0.713255; 0.799469; 0.566085
8.896; 0.992743; 0.712977; 0.799476; 0.565872
8.96; 0.992745; 0.7127; 0.799484; 0.565658
9.024; 0.992746; 0.712423; 0.799469; 0.565428
9.088; 0.992747; 0.712148; 0.799476; 0.565216
9.152; 0.992747; 0.711873; 0.799469; 0.564993
9.216; 0.992747; 0.711599; 0.799476; 0.56478
9.28; 0.992745; 0.711326; 0.799484; 0.564567
9.344; 0.992743; 0.711053; 0.799476; 0.564344
9.408; 0.992741; 0.710781; 0.799469; 0.564122
9.472; 0.992738; 0.710509; 0.799469; 0.563905
9.536; 0.992736; 0.710238; 0.799476; 0.563693
9.6; 0.992734; 0.709967; 0.799476; 0.563478
9.664; 0.992733; 0.709697; 0.799476; 0.563263
9.728; 0.992733; 0.709428; 0.799461; 0.563039
9.792; 0.992734; 0.709159; 0.799491; 0.562847
9.856; 0.992734; 0.708891; 0.799461; 0.562613
9.92; 0.992735; 0.708624; 0.799476; 0.562412
9.984; 0.992736; 0.708357; 0.799461; 0.562191
10.048; 0.992739; 0.708092; 0.799476; 0.561992
10.112; 0.992742; 0.707827; 0.799461; 0.561773
10.176; 0.992744; 0.707563; 0.799491; 0.561586
10.24; 0.992745; 0.7073; 0.799476; 0.561367
10.304; 0.992746; 0.707038; 0.799476; 0.56116
10.368; 0.992747; 0.706776; 0.799476; 0.560952
10.432; 0.992747; 0.706516; 0.799476; 0.560746
10.496; 0.992746; 0.706256; 0.799461; 0.560528
