time; pose_x; pose_y; pose_heading;  gps_x; gps_y; gps_z; acc_0; acc_1; acc_2; right_enc; left_enc; odo_acc_x; odo_acc_y; odo_acc_heading; odo_enc_x; odo_enc_y; odo_enc_heading; kal_x; kal_y; kal_vx; kal_vy
50.048; 3.7107; -1.32361; 1.4632; 0.810703; -2.80794e-05; 1.32361; 0.000345303; 0.0387798; 9.80992; 309.647; 309.539; 5.87138; -1.52069; 0.0252632; 4.87522; -1.39357; 0.0378947; 3.75588; -1.32231; 0.0852793; 0.00196811
50.064; 3.7107; -1.32361; 1.4632; 0.810703; -2.80794e-05; 1.32361; 0.000340689; 0.0387808; 9.80992; 309.737; 309.582; 5.87686; -1.52048; 0.0378947; 4.87655; -1.39352; 0.0543158; 3.75606; -1.32231; 0.0853376; 0.00199382
50.08; 3.7107; -1.32361; 1.4632; 0.810703; -2.80794e-05; 1.32361; 0.000336125; 0.0387818; 9.80992; 309.845; 309.661; 5.88234; -1.52018; 0.0543158; 4.87842; -1.39342; 0.0644211; 3.75624; -1.32231; 0.0853962; 0.00202435
50.096; 3.7107; -1.32361; 1.4632; 0.810703; -2.80794e-05; 1.32361; 0.000331633; 0.0387827; 9.80992; 309.931; 309.726; 5.88783; -1.51983; 0.0644211; 4.87993; -1.39333; 0.072; 3.75642; -1.3223; 0.0854553; 0.00205851
50.112; 3.7107; -1.32361; 1.4632; 0.810703; -2.80794e-05; 1.32361; 0.000327238; 0.0387837; 9.80992; 310.028; 309.78; 5.89333; -1.51943; 0.072; 4.88143; -1.39322; 0.0871579; 3.75661; -1.32229; 0.0855143; 0.0020999
50.128; 3.7107; -1.32361; 1.4632; 0.810703; -2.80794e-05; 1.32361; 0.000322964; 0.0387846; 9.80992; 310.136; 309.845; 5.89882; -1.51895; 0.0871579; 4.88316; -1.39307; 0.102316; 3.75679; -1.32229; 0.0855732; 0.00214851
50.144; 3.7107; -1.32361; 1.4632; 0.810703; -2.80794e-05; 1.32361; 0.000318838; 0.0387855; 9.80992; 310.237; 309.906; 5.90432; -1.51839; 0.102316; 4.88477; -1.3929; 0.116211; 3.75698; -1.32228; 0.0856318; 0.00220374
50.16; 3.7107; -1.32361; 1.4632; 0.810703; -2.80794e-05; 1.32361; 0.000314886; 0.0387863; 9.80992; 310.356; 309.978; 5.90981; -1.51774; 0.116211; 4.88666; -1.39268; 0.132632; 3.75718; -1.32227; 0.0856898; 0.00226676
50.176; 3.7107; -1.32361; 1.4632; 0.810703; -2.80794e-05; 1.32361; 0.000311134; 0.0387871; 9.80992; 310.446; 310.05; 5.9153; -1.51701; 0.132632; 4.88827; -1.39246; 0.138947; 3.75737; -1.32226; 0.0857477; 0.00233278
50.192; 3.7107; -1.32361; 1.4632; 0.810703; -2.80794e-05; 1.32361; 0.000307606; 0.0387878; 9.80992; 310.554; 310.115; 5.9208; -1.51624; 0.138947; 4.88998; -1.39223; 0.154105; 3.75756; -1.32225; 0.0858048; 0.00240598
50.208; 3.7107; -1.32361; 1.4632; 0.810703; -2.80794e-05; 1.32361; 0.000304327; 0.0387884; 9.80992; 310.644; 310.165; 5.92629; -1.51539; 0.154105; 4.89137; -1.39201; 0.168; 3.75776; -1.32224; 0.0858612; 0.00248574
50.224; 3.7107; -1.32361; 1.4632; 0.810703; -2.80794e-05; 1.32361; 0.000301318; 0.038789; 9.80992; 310.759; 310.234; 5.93177; -1.51446; 0.168; 4.89318; -1.3917; 0.184421; 3.75796; -1.32223; 0.0859163; 0.00257325
50.24; 3.7107; -1.32361; 1.4632; 0.810703; -2.80794e-05; 1.32361; 0.000298601; 0.0387896; 9.80992; 310.842; 310.309; 5.93725; -1.51344; 0.184421; 4.89473; -1.39141; 0.186947; 3.75815; -1.32221; 0.0859714; 0.00266194
50.256; 3.7107; -1.32361; 1.4632; 0.810703; -2.80794e-05; 1.32361; 0.000296192; 0.03879; 9.80992; 310.939; 310.363; 5.94273; -1.5124; 0.186947; 4.89622; -1.39113; 0.202105; 3.75835; -1.3222; 0.0860253; 0.00275775
50.272; 3.7107; -1.32361; 1.4632; 0.810703; -2.80794e-05; 1.32361; 0.000294108; 0.0387904; 9.80992; 311.033; 310.432; 5.9482; -1.51128; 0.202105; 4.89781; -1.39081; 0.210947; 3.75855; -1.32218; 0.0860783; 0.0028577
50.288; 3.7107; -1.32361; 1.4632; 0.810703; -2.80794e-05; 1.32361; 0.00029236; 0.0387907; 9.80992; 311.148; 310.496; 5.95367; -1.51011; 0.210947; 4.89957; -1.39043; 0.228632; 3.75875; -1.32216; 0.0861296; 0.00296591
50.304; 3.7107; -1.32361; 1.4632; 0.810703; -2.80794e-05; 1.32361; 0.000290958; 0.0387909; 9.80992; 311.256; 310.558; 5.95912; -1.50884; 0.228632; 4.90121; -1.39005; 0.245053; 3.75896; -1.32214; 0.0861791; 0.00308176
50.32; 3.7107; -1.32361; 1.4632; 0.810703; -2.80794e-05; 1.32361; 0.000289909; 0.038791; 9.80992; 311.346; 310.619; 5.96457; -1.50748; 0.245053; 4.90268; -1.38968; 0.255158; 3.75916; -1.32212; 0.0862274; 0.0032023
50.336; 3.7107; -1.32361; 1.4632; 0.810703; -2.80794e-05; 1.32361; 0.000289215; 0.038791; 9.80992; 311.447; 310.691; 5.97; -1.50606; 0.255158; 4.90435; -1.38924; 0.265263; 3.75936; -1.3221; 0.0862744; 0.0033275
50.352; 3.7107; -1.32361; 1.4632; 0.810703; -2.80794e-05; 1.32361; 0.000288875; 0.0387909; 9.80992; 311.548; 310.734; 5.97543; -1.50459; 0.265263; 4.90574; -1.38887; 0.285474; 3.75956; -1.32208; 0.0863188; 0.00346202
50.368; 3.7107; -1.32361; 1.4632; 0.810703; -2.80794e-05; 1.32361; 0.000288861; 0.0387905; 9.80992; 311.648; 310.799; 5.98083; -1.503; 0.285474; 4.90733; -1.3884; 0.298105; 3.75976; -1.32205; 0.0863614; 0.00360232
50.384; 3.7107; -1.32361; 1.4632; 0.810703; -2.80794e-05; 1.32361; 0.000289194; 0.0387902; 9.80992; 311.756; 310.896; 5.98622; -1.50135; 0.298105; 4.90929; -1.3878; 0.301895; 3.75996; -1.32202; 0.0864034; 0.00374434
50.4; 3.7107; -1.32361; 1.30285; 0.810703; -2.81025e-05; 1.32361; 0.000289899; 0.0387896; 9.80992; 311.857; 310.925; 5.99161; -1.49967; 0.301895; 4.91053; -1.38741; 0.327158; 3.75903; -1.32202; 0.0860423; 0.00389757
50.416; 3.7107; -1.32361; 1.30285; 0.810703; -2.81025e-05; 1.32361; 0.000290952; 0.0387892; 9.80992; 311.954; 311.004; 5.99697; -1.49785; 0.327158; 4.9122; -1.38684; 0.333474; 3.75821; -1.32202; 0.0857212; 0.00405367
50.432; 3.7107; -1.32361; 1.30285; 0.810703; -2.81025e-05; 1.32361; 0.000292332; 0.0387886; 9.80992; 312.048; 311.058; 6.00232; -1.496; 0.333474; 4.9136; -1.38636; 0.347368; 3.75748; -1.32201; 0.0854339; 0.00421605
50.448; 3.7107; -1.32361; 1.30285; 0.810703; -2.81025e-05; 1.32361; 0.000294012; 0.0387879; 9.80992; 312.145; 311.141; 6.00765; -1.49407; 0.347368; 4.91529; -1.38575; 0.352421; 3.75684; -1.322; 0.0851777; 0.0043807
50.464; 3.7107; -1.32361; 1.30285; 0.810703; -2.81025e-05; 1.32361; 0.000295965; 0.0387871; 9.80992; 312.268; 311.206; 6.01298; -1.49211; 0.352421; 4.91705; -1.3851; 0.372632; 3.75628; -1.32198; 0.0849462; 0.00455441
50.48; 3.7107; -1.32361; 1.30285; 0.810703; -2.81025e-05; 1.32361; 0.000298165; 0.0387862; 9.80992; 312.35; 311.267; 6.01827; -1.49004; 0.372632; 4.91839; -1.38458; 0.380211; 3.75578; -1.32196; 0.0847384; 0.00473149
50.496; 3.7107; -1.32361; 1.30285; 0.810703; -2.81025e-05; 1.32361; 0.000300584; 0.0387852; 9.80992; 312.448; 311.342; 6.02356; -1.48792; 0.380211; 4.91999; -1.38394; 0.387789; 3.75534; -1.32194; 0.0845518; 0.00491194
50.512; 3.7107; -1.32361; 1.30285; 0.810703; -2.81025e-05; 1.32361; 0.000303192; 0.0387842; 9.80992; 312.552; 311.4; 6.02884; -1.48577; 0.387789; 4.92149; -1.38332; 0.404211; 3.75496; -1.32191; 0.0843822; 0.00509963
50.528; 3.7107; -1.32361; 1.30285; 0.810703; -2.81025e-05; 1.32361; 0.000305961; 0.0387831; 9.80992; 312.653; 311.45; 6.03408; -1.48352; 0.404211; 4.92288; -1.38273; 0.421895; 3.75463; -1.32188; 0.0842272; 0.00529507
50.544; 3.7107; -1.32361; 1.30285; 0.810703; -2.81025e-05; 1.32361; 0.000308861; 0.038782; 9.80992; 312.75; 311.508; 6.0393; -1.48118; 0.421895; 4.92429; -1.3821; 0.435789; 3.75434; -1.32185; 0.0840857; 0.00549654
50.56; 3.7107; -1.32361; 1.30285; 0.810703; -2.81025e-05; 1.32361; 0.000311864; 0.0387809; 9.80992; 312.851; 311.591; 6.04449; -1.47877; 0.435789; 4.92596; -1.38132; 0.442105; 3.75409; -1.32182; 0.0839576; 0.00570075
50.576; 3.7107; -1.32361; 1.30285; 0.810703; -2.81025e-05; 1.32361; 0.000314941; 0.0387797; 9.80992; 312.955; 311.638; 6.04967; -1.47632; 0.442105; 4.92732; -1.38067; 0.462316; 3.75388; -1.32178; 0.0838386; 0.00591365
50.592; 3.7107; -1.32361; 1.30285; 0.810703; -2.81025e-05; 1.32361; 0.000318063; 0.0387785; 9.80992; 313.052; 311.706; 6.0548; -1.47376; 0.462316; 4.92881; -1.37994; 0.472421; 3.7537; -1.32174; 0.0837294; 0.00613085
50.608; 3.7107; -1.32361; 1.30285; 0.810703; -2.81025e-05; 1.32361; 0.000321203; 0.0387774; 9.80992; 313.168; 311.771; 6.05992; -1.47114; 0.472421; 4.93041; -1.37912; 0.490105; 3.75355; -1.32169; 0.0836272; 0.00635554
50.624; 3.7107; -1.32361; 1.30285; 0.810703; -2.81025e-05; 1.32361; 0.000324336; 0.0387762; 9.80992; 313.258; 311.818; 6.065; -1.46843; 0.490105; 4.93162; -1.37847; 0.505263; 3.75343; -1.32164; 0.0835316; 0.00658658
50.64; 3.7107; -1.32361; 1.30285; 0.810703; -2.81025e-05; 1.32361; 0.000327436; 0.0387751; 9.80992; 313.366; 311.9; 6.07004; -1.46564; 0.505263; 4.93329; -1.37755; 0.514105; 3.75333; -1.32159; 0.083443; 0.00682131
50.656; 3.7107; -1.32361; 1.30285; 0.810703; -2.81025e-05; 1.32361; 0.000330479; 0.038774; 9.80992; 313.481; 311.962; 6.07506; -1.46281; 0.514105; 4.93482; -1.37668; 0.533053; 3.75325; -1.32154; 0.0833581; 0.00706387
50.672; 3.7107; -1.32361; 1.30285; 0.810703; -2.81025e-05; 1.32361; 0.000333443; 0.0387729; 9.80992; 313.546; 312.041; 6.08004; -1.45987; 0.533053; 4.93606; -1.37595; 0.528; 3.7532; -1.32148; 0.083282; 0.00730434
50.688; 3.7107; -1.32361; 1.30285; 0.810703; -2.81025e-05; 1.32361; 0.000336307; 0.0387719; 9.80992; 313.657; 312.091; 6.08503; -1.45696; 0.528; 4.93746; -1.37513; 0.549474; 3.75316; -1.32142; 0.0832076; 0.0075536
50.704; 3.7107; -1.32361; 1.30285; 0.810703; -2.81025e-05; 1.32361; 0.000339053; 0.0387709; 9.80992; 313.747; 312.17; 6.08997; -1.45393; 0.549474; 4.9389; -1.37425; 0.553263; 3.75314; -1.32136; 0.0831386; 0.00780439
50.72; 3.7107; -1.32361; 1.30285; 0.810703; -2.81025e-05; 1.32361; 0.000341661; 0.03877; 9.80992; 313.848; 312.221; 6.09491; -1.45088; 0.553263; 4.94019; -1.37345; 0.570947; 3.75314; -1.32129; 0.0830709; 0.00806232
50.736; 3.7107; -1.32361; 1.30285; 0.810703; -2.81025e-05; 1.32361; 0.000344117; 0.0387691; 9.80992; 313.956; 312.282; 6.09979; -1.44775; 0.570947; 4.94161; -1.37254; 0.587368; 3.75315; -1.32122; 0.0830043; 0.0083268
50.752; 3.7107; -1.32361; 1.30285; 0.810703; -2.81025e-05; 1.32361; 0.000346406; 0.0387682; 9.80992; 314.071; 312.35; 6.10464; -1.44452; 0.587368; 4.94314; -1.37152; 0.603789; 3.75318; -1.32115; 0.0829382; 0.00859777
50.768; 3.7107; -1.32361; 1.30285; 0.810703; -2.81025e-05; 1.32361; 0.000348516; 0.0387674; 9.80992; 314.158; 312.404; 6.10943; -1.44122; 0.603789; 4.9443; -1.37073; 0.615158; 3.75322; -1.32107; 0.0828736; 0.00887318
50.784; 3.7107; -1.32361; 1.30285; 0.810703; -2.81025e-05; 1.32361; 0.000350435; 0.0387667; 9.80992; 314.269; 312.469; 6.11419; -1.43785; 0.615158; 4.94574; -1.36971; 0.631579; 3.75327; -1.32099; 0.0828085; 0.00915495
50.8; 3.7107; -1.32361; 1.30285; 0.810703; -2.81025e-05; 1.32361; 0.000352155; 0.038766; 9.80992; 314.356; 312.53; 6.1189; -1.4344; 0.631579; 4.94693; -1.36884; 0.640421; 3.75332; -1.32091; 0.0827447; 0.0094401
50.816; 3.7107; -1.32361; 1.30285; 0.810703; -2.81025e-05; 1.32361; 0.000353668; 0.0387654; 9.80992; 314.456; 312.581; 6.12359; -1.43091; 0.640421; 4.94814; -1.36793; 0.658105; 3.75339; -1.32083; 0.0826795; 0.00973196
50.832; 3.7107; -1.32361; 1.30285; 0.810703; -2.81025e-05; 1.32361; 0.000354968; 0.0387648; 9.80992; 314.564; 312.685; 6.12822; -1.42733; 0.658105; 4.94982; -1.36663; 0.659368; 3.75347; -1.32074; 0.0826171; 0.0100243
50.848; 3.7107; -1.32361; 1.30285; 0.810703; -2.81025e-05; 1.32361; 0.000356052; 0.0387643; 9.80992; 314.658; 312.728; 6.13285; -1.42374; 0.659368; 4.9509; -1.3658; 0.677053; 3.75355; -1.32065; 0.0825525; 0.0103232
50.864; 3.7107; -1.32361; 1.30285; 0.810703; -2.81025e-05; 1.32361; 0.000356917; 0.0387639; 9.80992; 314.77; 312.797; 6.13743; -1.42006; 0.677053; 4.95231; -1.36467; 0.692211; 3.75365; -1.32055; 0.0824861; 0.0106278
50.88; 3.7107; -1.32361; 1.30285; 0.810703; -2.81025e-05; 1.32361; 0.000357562; 0.0387635; 9.80992; 314.863; 312.858; 6.14195; -1.41631; 0.692211; 4.9535; -1.36368; 0.703579; 3.75374; -1.32045; 0.0824188; 0.0109365
50.896; 3.7107; -1.32361; 1.30285; 0.810703; -2.81025e-05; 1.32361; 0.000357989; 0.0387632; 9.80992; 314.953; 312.934; 6.14644; -1.41251; 0.703579; 4.95476; -1.36261; 0.708632; 3.75385; -1.32035; 0.0823524; 0.011247
50.912; 3.7107; -1.32361; 1.30285; 0.810703; -2.81025e-05; 1.32361; 0.000358201; 0.0387629; 9.80992; 315.061; 312.984; 6.15091; -1.40867; 0.708632; 4.95597; -1.36158; 0.728842; 3.75396; -1.32025; 0.0822818; 0.0115647
50.928; 3.7107; -1.32361; 1.30285; 0.810703; -2.81025e-05; 1.32361; 0.000358203; 0.0387627; 9.80992; 315.162; 313.042; 6.15531; -1.40474; 0.728842; 4.95715; -1.36052; 0.744; 3.75407; -1.32014; 0.0822084; 0.0118878
50.944; 3.7107; -1.32361; 1.30285; 0.810703; -2.81025e-05; 1.32361; 0.000358007; 0.0387622; 9.80992; 315.274; 313.11; 6.15966; -1.40074; 0.744; 4.95847; -1.3593; 0.759158; 3.75419; -1.32003; 0.082132; 0.0122162
50.96; 3.7107; -1.32361; 1.30285; 0.810703; -2.81025e-05; 1.32361; 0.000357618; 0.0387621; 9.80992; 315.364; 313.164; 6.16395; -1.39667; 0.759158; 4.95952; -1.35831; 0.771789; 3.75431; -1.31991; 0.0820531; 0.0125489
50.976; 3.7107; -1.32361; 1.30285; 0.810703; -2.81025e-05; 1.32361; 0.000357049; 0.0387621; 9.80992; 315.5; 313.24; 6.16819; -1.39254; 0.771789; 4.96104; -1.35683; 0.793263; 3.75444; -1.31979; 0.0819687; 0.0128889
50.992; 3.7107; -1.32361; 1.30285; 0.810703; -2.81025e-05; 1.32361; 0.000356313; 0.038762; 9.80992; 315.576; 313.312; 6.17235; -1.38832; 0.793263; 4.96207; -1.35578; 0.794526; 3.75457; -1.31967; 0.0818854; 0.0132293
51.008; 3.7107; -1.32361; 1.30285; 0.810703; -2.81025e-05; 1.32361; 0.000355424; 0.038762; 9.80992; 315.673; 313.373; 6.17651; -1.38408; 0.794526; 4.96318; -1.35465; 0.807158; 3.7547; -1.31955; 0.0817992; 0.0135739
51.024; 3.7107; -1.32361; 1.30285; 0.810703; -2.81025e-05; 1.32361; 0.000354395; 0.038762; 9.80992; 315.763; 313.456; 6.18062; -1.37978; 0.807158; 4.96438; -1.3534; 0.809684; 3.75483; -1.31942; 0.0817134; 0.0139193
51.04; 3.7107; -1.32361; 1.30285; 0.810703; -2.81025e-05; 1.32361; 0.000353243; 0.0387621; 9.80992; 315.875; 313.488; 6.18473; -1.37547; 0.809684; 4.96537; -1.35236; 0.837474; 3.75497; -1.31928; 0.0816192; 0.0142737
51.056; 3.7107; -1.32361; 1.30285; 0.810703; -2.81025e-05; 1.32361; 0.000351986; 0.0387621; 9.80992; 315.968; 313.56; 6.18872; -1.37105; 0.837474; 4.96648; -1.35113; 0.845053; 3.75511; -1.31915; 0.0815234; 0.0146304
51.072; 3.7107; -1.32361; 1.30285; 0.810703; -2.81025e-05; 1.32361; 0.000350641; 0.0387622; 9.80992; 316.066; 313.621; 6.19268; -1.36658; 0.845053; 4.96753; -1.34994; 0.857684; 3.75525; -1.31901; 0.0814242; 0.0149912
51.088; 3.7107; -1.32361; 1.30285; 0.810703; -2.81025e-05; 1.32361; 0.000349227; 0.0387623; 9.80992; 316.148; 313.693; 6.19659; -1.36206; 0.857684; 4.96854; -1.34877; 0.861474; 3.75539; -1.31887; 0.0813246; 0.0153531
51.104; 3.7107; -1.32361; 1.30285; 0.810703; -2.81025e-05; 1.32361; 0.000347765; 0.0387624; 9.80992; 316.267; 313.751; 6.20049; -1.35752; 0.861474; 4.96969; -1.34743; 0.882947; 3.75553; -1.31872; 0.0812181; 0.0157216
51.12; 3.7107; -1.32361; 1.30285; 0.810703; -2.81025e-05; 1.32361; 0.000346275; 0.0387625; 9.80992; 316.382; 313.819; 6.20429; -1.35289; 0.882947; 4.97086; -1.34602; 0.899368; 3.75567; -1.31857; 0.0811064; 0.016095
51.136; 3.7107; -1.32361; 1.30285; 0.810703; -2.81025e-05; 1.32361; 0.000344778; 0.0387626; 9.80992; 316.458; 313.873; 6.20802; -1.3482; 0.899368; 4.97166; -1.345; 0.906947; 3.75581; -1.31842; 0.0809927; 0.0164706
51.152; 3.7107; -1.32361; 1.30285; 0.810703; -2.81025e-05; 1.32361; 0.000343295; 0.0387627; 9.80992; 316.58; 313.967; 6.21172; -1.34346; 0.906947; 4.973; -1.3433; 0.917053; 3.75596; -1.31826; 0.0808761; 0.0168492
51.168; 3.7107; -1.32361; 1.30285; 0.810703; -2.81025e-05; 1.32361; 0.000341846; 0.0387629; 9.80992; 316.681; 314.003; 6.21538; -1.33869; 0.917053; 4.97383; -1.34221; 0.939789; 3.7561; -1.3181; 0.0807514; 0.0172342
51.184; 3.7107; -1.32361; 1.30285; 0.810703; -2.81025e-05; 1.32361; 0.00034045; 0.038763; 9.80992; 316.786; 314.071; 6.21894; -1.33383; 0.939789; 4.97485; -1.34082; 0.952421; 3.75624; -1.31794; 0.0806226; 0.0176228
51.2; 3.7107; -1.32361; 1.30285; 0.810703; -2.81025e-05; 1.32361; 0.000339127; 0.0387631; 9.80992; 316.876; 314.15; 6.22243; -1.32892; 0.952421; 4.97583; -1.33944; 0.956211; 3.75638; -1.31778; 0.0804931; 0.0180124
51.216; 3.7107; -1.32361; 1.30285; 0.810703; -2.81025e-05; 1.32361; 0.000337896; 0.0387631; 9.80992; 316.969; 314.208; 6.22591; -1.32398; 0.956211; 4.9767; -1.3382; 0.968842; 3.75653; -1.3176; 0.0803592; 0.0184054
51.232; 3.7107; -1.32361; 1.30285; 0.810703; -2.81025e-05; 1.32361; 0.000336771; 0.0387632; 9.80992; 317.059; 314.262; 6.22933; -1.319; 0.968842; 4.97751; -1.33702; 0.981474; 3.75667; -1.31743; 0.080221; 0.0188017
51.248; 3.7107; -1.32361; 1.30285; 0.810703; -2.81025e-05; 1.32361; 0.000335769; 0.0387632; 9.80992; 317.182; 314.338; 6.2327; -1.31397; 0.981474; 4.97862; -1.33537; 0.997895; 3.75681; -1.31725; 0.0800768; 0.0192024
51.264; 3.7107; -1.32361; 1.30285; 0.810703; -2.81025e-05; 1.32361; 0.000334901; 0.0387632; 9.80992; 317.268; 314.395; 6.23598; -1.30888; 0.997895; 4.9794; -1.33416; 1.008; 3.75695; -1.31707; 0.0799291; 0.0196056
51.28; 3.7107; -1.32361; 1.30285; 0.810703; -2.81025e-05; 1.32361; 0.000334178; 0.0387631; 9.80992; 317.376; 314.453; 6.23922; -1.30374; 1.008; 4.98028; -1.33276; 1.02568; 3.75709; -1.31689; 0.0797748; 0.0200133
51.296; 3.7107; -1.32361; 1.30285; 0.810703; -2.81025e-05; 1.32361; 0.00033361; 0.038763; 9.80992; 317.477; 314.528; 6.24237; -1.29855; 1.02568; 4.98119; -1.33125; 1.03453; 3.75722; -1.3167; 0.0796174; 0.0204231
51.312; 3.7107; -1.32361; 1.30285; 0.810703; -2.81025e-05; 1.32361; 0.000333201; 0.0387629; 9.80992; 317.578; 314.575; 6.24548; -1.29332; 1.03453; 4.98195; -1.32998; 1.05347; 3.75736; -1.31651; 0.0794528; 0.0208374
51.328; 3.7107; -1.32361; 1.30285; 0.810703; -2.81025e-05; 1.32361; 0.000332955; 0.0387627; 9.80992; 317.668; 314.647; 6.24849; -1.28803; 1.05347; 4.98275; -1.32858; 1.05979; 3.75749; -1.31631; 0.079286; 0.0212531
51.344; 3.7107; -1.32361; 1.30285; 0.810703; -2.81025e-05; 1.32361; 0.000332872; 0.0387625; 9.80992; 317.779; 314.712; 6.25147; -1.28271; 1.05979; 4.98361; -1.32704; 1.07621; 3.75763; -1.31612; 0.0791129; 0.0216727
51.36; 3.7107; -1.32361; 1.30285; 0.810703; -2.81025e-05; 1.32361; 0.000332967; 0.0387621; 9.80992; 317.869; 314.777; 6.25437; -1.27733; 1.07621; 4.98435; -1.32567; 1.08505; 3.75776; -1.31591; 0.0789366; 0.0220941
51.376; 3.7107; -1.32361; 1.30285; 0.810703; -2.81025e-05; 1.32361; 0.000333235; 0.0387617; 9.80992; 317.981; 314.838; 6.25723; -1.27193; 1.08505; 4.98515; -1.32415; 1.10274; 3.75789; -1.31571; 0.0787532; 0.0225194
51.392; 3.7107; -1.32361; 1.30285; 0.810703; -2.81025e-05; 1.32361; 0.000333662; 0.0387613; 9.80992; 318.082; 314.906; 6.25999; -1.26646; 1.10274; 4.98592; -1.32264; 1.11411; 3.75801; -1.3155; 0.0785655; 0.0229471
51.408; 3.7107; -1.32361; 1.30592; 0.810703; -2.81387e-05; 1.32361; 0.000334238; 0.0387609; 9.80992; 318.175; 314.971; 6.26269; -1.26096; 1.11411; 4.98662; -1.32121; 1.12421; 3.75705; -1.31544; 0.0779911; 0.0233754
51.424; 3.7107; -1.32361; 1.30592; 0.810703; -2.81387e-05; 1.32361; 0.000334948; 0.0387604; 9.80992; 318.298; 315.029; 6.26534; -1.25543; 1.12421; 4.98739; -1.31959; 1.14695; 3.75619; -1.31536; 0.0774472; 0.0238084
51.44; 3.7107; -1.32361; 1.30592; 0.810703; -2.81387e-05; 1.32361; 0.000335775; 0.0387599; 9.80992; 318.38; 315.09; 6.26787; -1.24983; 1.14695; 4.98799; -1.31828; 1.15453; 3.75542; -1.31527; 0.0769357; 0.0242428
51.456; 3.7107; -1.32361; 1.30592; 0.810703; -2.81387e-05; 1.32361; 0.000336701; 0.0387593; 9.80992; 318.481; 315.162; 6.27036; -1.2442; 1.15453; 4.98868; -1.3167; 1.16463; 3.75474; -1.31517; 0.0764513; 0.0246793
51.472; 3.7107; -1.32361; 1.30592; 0.810703; -2.81387e-05; 1.32361; 0.000337707; 0.0387587; 9.80992; 318.586; 315.245; 6.27279; -1.23854; 1.16463; 4.98942; -1.31498; 1.17221; 3.75412; -1.31506; 0.0759916; 0.0251171
51.488; 3.7107; -1.32361; 1.30592; 0.810703; -2.81387e-05; 1.32361; 0.000338774; 0.0387581; 9.80992; 318.69; 315.284; 6.27518; -1.23286; 1.17221; 4.98998; -1.31365; 1.19495; 3.75358; -1.31494; 0.0755468; 0.0255591
51.504; 3.7107; -1.32361; 1.30592; 0.810703; -2.81387e-05; 1.32361; 0.000339879; 0.0387575; 9.80992; 318.78; 315.353; 6.27745; -1.22711; 1.19495; 4.99056; -1.31218; 1.20253; 3.75308; -1.31481; 0.0751211; 0.0260025
51.52; 3.7107; -1.32361; 1.30592; 0.810703; -2.81387e-05; 1.32361; 0.000341004; 0.0387569; 9.80992; 318.881; 315.403; 6.27967; -1.22135; 1.20253; 4.99111; -1.31077; 1.22021; 3.75264; -1.31467; 0.0747077; 0.0264488
51.536; 3.7107; -1.32361; 1.30592; 0.810703; -2.81387e-05; 1.32361; 0.000342126; 0.0387563; 9.80992; 318.985; 315.49; 6.2818; -1.21553; 1.22021; 4.99176; -1.30898; 1.22653; 3.75224; -1.31453; 0.0743096; 0.0268961
51.552; 3.7107; -1.32361; 1.30592; 0.810703; -2.81387e-05; 1.32361; 0.000343225; 0.0387557; 9.80992; 319.093; 315.554; 6.28389; -1.2097; 1.22653; 4.99235; -1.30735; 1.24168; 3.75189; -1.31437; 0.0739211; 0.0273459
51.568; 3.7107; -1.32361; 1.30592; 0.810703; -2.81387e-05; 1.32361; 0.00034428; 0.0387551; 9.80992; 319.194; 315.608; 6.2859; -1.20383; 1.24168; 4.99285; -1.30588; 1.25811; 3.75157; -1.31421; 0.0735402; 0.0277981
51.584; 3.7107; -1.32361; 1.30592; 0.810703; -2.81387e-05; 1.32361; 0.000345272; 0.0387545; 9.80992; 319.288; 315.673; 6.28781; -1.19791; 1.25811; 4.99333; -1.30438; 1.26821; 3.75128; -1.31404; 0.0731682; 0.0282517
51.6; 3.7107; -1.32361; 1.30592; 0.810703; -2.81387e-05; 1.32361; 0.000346183; 0.038754; 9.80992; 319.399; 315.742; 6.28966; -1.19198; 1.26821; 4.99387; -1.30266; 1.28337; 3.75103; -1.31386; 0.0728017; 0.0287075
51.616; 3.7107; -1.32361; 1.30592; 0.810703; -2.81387e-05; 1.32361; 0.000346994; 0.0387535; 9.80992; 319.496; 315.803; 6.29143; -1.186; 1.28337; 4.99432; -1.30114; 1.296; 3.7508; -1.31368; 0.0724408; 0.0291649
51.632; 3.7107; -1.32361; 1.30592; 0.810703; -2.81387e-05; 1.32361; 0.00034769; 0.0387531; 9.80992; 319.59; 315.857; 6.29312; -1.18; 1.296; 4.99472; -1.29972; 1.30989; 3.75059; -1.31349; 0.0720839; 0.0296241
51.648; 3.7107; -1.32361; 1.30592; 0.810703; -2.81387e-05; 1.32361; 0.000348256; 0.0387527; 9.80992; 319.687; 315.925; 6.29473; -1.17397; 1.30989; 4.99515; -1.29812; 1.32; 3.75041; -1.31329; 0.0717319; 0.0300845
51.664; 3.7107; -1.32361; 1.30592; 0.810703; -2.81387e-05; 1.32361; 0.000348678; 0.0387523; 9.80992; 319.788; 315.997; 6.29628; -1.16791; 1.32; 4.99558; -1.29645; 1.33011; 3.75025; -1.31309; 0.071384; 0.030546
51.68; 3.7107; -1.32361; 1.30592; 0.810703; -2.81387e-05; 1.32361; 0.000348946; 0.038752; 9.80992; 319.882; 316.084; 6.29778; -1.16184; 1.33011; 4.99601; -1.2947; 1.33263; 3.7501; -1.31288; 0.0710431; 0.0310078
