time; orientation; distance; velocity towards goal direction; overall
0; 1; 0.68444; 0; 0
0.064; 1; 0.68444; 0.747102; 0.511346
0.128; 0.999988; 0.684589; 0.518278; 0.354803
0.192; 0.999995; 0.685213; 0.479825; 0.32878
0.256; 0.999978; 0.684802; 0.363219; 0.248728
0.32; 0.982455; 0.685969; 0.299489; 0.201836
0.384; 0.991413; 0.687004; 0.608442; 0.414413
0.448; 0.990766; 0.689998; 0.486886; 0.332849
0.512; 0.990505; 0.690506; 0.758282; 0.518626
0.576; 0.990526; 0.690513; 0.799491; 0.546828
0.64; 0.990532; 0.690522; 0.799253; 0.546676
0.704; 0.990535; 0.690531; 0.799312; 0.546725
0.768; 0.990535; 0.69054; 0.799312; 0.546732
0.832; 0.990533; 0.690549; 0.799342; 0.546759
0.896; 0.990531; 0.690557; 0.799312; 0.546744
0.96; 0.990529; 0.690566; 0.799342; 0.54677
1.024; 0.990528; 0.690575; 0.799312; 0.546757
1.088; 0.990528; 0.690584; 0.799312; 0.546763
1.152; 0.990519; 0.687678; 0.518355; 0.353082
1.216; 0.990523; 0.687939; 0.479379; 0.326658
1.28; 0.99053; 0.688057; 0.760299; 0.518176
1.344; 0.990532; 0.688053; 0.799341; 0.544782
1.408; 0.990533; 0.688047; 0.799341; 0.544778
1.472; 0.990534; 0.688042; 0.799312; 0.544754
1.536; 0.990535; 0.688037; 0.799371; 0.544791
1.6; 0.990536; 0.688032; 0.799312; 0.544747
1.664; 0.990537; 0.688027; 0.799312; 0.544744
1.728; 0.990539; 0.688021; 0.799341; 0.544761
1.792; 0.990541; 0.688016; 0.799312; 0.544738
1.856; 0.990543; 0.688011; 0.799371; 0.544775
1.92; 0.990543; 0.688005; 0.799312; 0.54473
1.984; 0.990541; 0.688; 0.799342; 0.544745
2.048; 0.990538; 0.687994; 0.799312; 0.544719
2.112; 0.990534; 0.687989; 0.799312; 0.544712
2.176; 0.990531; 0.687984; 0.799342; 0.544726
2.24; 0.990528; 0.687978; 0.799342; 0.544721
2.304; 0.990527; 0.687973; 0.799312; 0.544696
2.368; 0.990526; 0.687968; 0.799341; 0.544712
2.432; 0.990527; 0.687962; 0.799312; 0.544687
2.496; 0.990529; 0.687957; 0.799341; 0.544704
2.56; 0.990531; 0.687952; 0.799312; 0.544681
2.624; 0.990532; 0.687947; 0.799341; 0.544698
2.688; 0.990533; 0.687942; 0.799312; 0.544675
2.752; 0.990534; 0.687937; 0.799312; 0.544671
2.816; 0.990535; 0.687932; 0.799371; 0.544708
2.88; 0.990537; 0.687927; 0.799312; 0.544665
2.944; 0.990538; 0.687923; 0.799341; 0.544682
3.008; 0.99054; 0.687918; 0.799312; 0.544659
3.072; 0.990542; 0.687914; 0.799312; 0.544657
3.136; 0.990543; 0.687909; 0.799342; 0.544674
3.2; 0.990542; 0.687905; 0.799342; 0.544671
3.264; 0.99054; 0.687901; 0.799312; 0.544646
3.328; 0.990536; 0.687898; 0.799371; 0.544682
3.392; 0.990532; 0.687894; 0.799282; 0.544616
3.456; 0.990529; 0.687891; 0.799371; 0.544672
3.52; 0.990528; 0.687887; 0.799312; 0.544628
3.584; 0.990527; 0.687884; 0.799312; 0.544626
3.648; 0.990527; 0.687882; 0.799312; 0.544623
3.712; 0.990528; 0.687879; 0.799341; 0.544642
3.776; 0.99053; 0.687877; 0.799341; 0.544641
3.84; 0.990532; 0.687874; 0.799312; 0.54462
3.904; 0.990533; 0.687873; 0.799312; 0.544619
3.968; 0.990534; 0.687871; 0.799341; 0.544639
4.032; 0.990535; 0.687869; 0.799341; 0.544638
4.096; 0.990536; 0.687868; 0.799312; 0.544617
4.16; 0.990537; 0.687867; 0.799341; 0.544638
4.224; 0.990539; 0.687867; 0.799341; 0.544638
